SOURCE|DATE_OF_ACTION|OPER_TYPE|ACTION|CURRENCY|SR_CITY|SR_CODE|SR_COUNTRY|SR_NAME|SR_TYPE|FCMI|RCAT|TKT_COUNT|REP_DATE|SSR_FARE|SSR_SEAT_AMOUNT|SSR_NTBL_AMOUNT|SSR_XBAG_AMOUNT|SSR_WBAG_AMOUNT|SSR_CATERING_AMOUNT|FARE|PAX_FARE|DISCOUNT|TRANSACTION_FEE|TAX|SURCHARGE|CE_AMOUNT|TF_AMOUNT|SERVICE_FEE|PENALTY|SMS_FARE|OPTION_FARE|CASH_PAYMENT|CC_PAYMENT|EX_PAYMENT|DP_PAYMENT|GC_PAYMENT|MCO_PAYMENT|INV_PAYMENT|GRO_PAYMENT|EDD_PAYMENT|IDL_PAYMENT|FF_PAYMENT|BOH_PAYMENT|ISW_PAYMENT|SFT_PAYMENT|CQ_PAYMENT|MS_PAYMENT|GGP_PAYMENT|EP_PAYMENT|TP_PAYMENT|COMMISSION|MU_AMOUNT|VAT_AMOUNT|OTHER_PAYMENT|GAIN_LOSS_AMOUNT|LOC_SSR_SEAT_AMOUNT|LOC_SSR_NTBL_AMOUNT|LOC_SSR_XBAG_AMOUNT|LOC_SSR_WBAG_AMOUNT|LOC_SSR_CATERING_AMOUNT|LOC_FARE|LOC_PAX_FARE|LOC_DISCOUNT|LOC_TRANSACTION_FEE|LOC_TAX|LOC_SURCHARGE|LOC_CE_AMOUNT|LOC_TF_AMOUNT|LOC_SERVICE_FEE|LOC_PENALTY|LOC_SMS_FARE|LOC_OPTION_FARE|LOC_COMMISSION|LOC_MU_AMOUNT|LOC_CASH_PAYMENT|LOC_CC_PAYMENT|LOC_EX_PAYMENT|LOC_DP_PAYMENT|LOC_GC_PAYMENT|LOC_MCO_PAYMENT|LOC_INV_PAYMENT|LOC_GRO_PAYMENT|LOC_EDD_PAYMENT|LOC_IDL_PAYMENT|LOC_FF_PAYMENT|LOC_BOH_PAYMENT|LOC_ISW_PAYMENT|LOC_SFT_PAYMENT|LOC_CQ_PAYMENT|LOC_MS_PAYMENT|LOC_GGP_PAYMENT|LOC_EP_PAYMENT|LOC_TP_PAYMENT|LOC_OTHER_PAYMENT|LOC_GAIN_LOSS_AMOUNT
PAX|30-06-2024|DOM|Refund|NGN|ABV|TDIS|NG|TDIS LOGISTICS LTD|AG|A|ACT|2|30-06-2024|6000|0|0|0|0|0|6000|0|0|0|0|0|0|0|0|0|0|0|0|-3000|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-3000|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|YOL|H.A.M TRAVELS |NG|H.A.M TRAVELS NIG. LTD|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|-27381|-27381|0|-350|-9786|-60000|0|0|0|0|0|0|0|0|77516|0|0|0|20001|0|0|0|0|0|0|0|0|0|0|0|0|1643|0|0|0|0|0|0|0|0|0|-27381|-27381|0|-350|-9786|-60000|0|0|0|0|0|0|1643|0|0|0|77516|0|0|0|20001|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|TRIPS OTA|NG|TRIPS|AG|A|ACT|12|30-06-2024|0|0|0|0|0|0|-762857|-762857|0|0|-114643|-720000|0|0|0|0|0|0|0|0|0|0|0|0|1597500|0|0|0|0|0|0|0|0|0|0|0|0|45770|0|0|0|0|0|0|0|0|0|-762857|-762857|0|0|-114643|-720000|0|0|0|0|0|0|45770|0|0|0|0|0|0|0|1597500|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|LOS|AEROCC|NG|CALL CENTER|OF|N|ACT|1|30-06-2024|0|0|0|0|0|0|91|91|0|0|2527|0|0|0|0|0|0|0|0|0|-2618|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|91|91|0|0|2527|0|0|0|0|0|0|0|0|0|0|0|-2618|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|1|30-06-2024|-1000|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|10|30-06-2024|0|0|0|0|0|0|364380|364380|0|1400|89120|718000|0|0|0|0|0|0|0|0|-1172900|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-10600|0|0|0|0|0|0|0|0|0|364380|364380|0|1400|89120|718000|0|0|0|0|0|0|-10600|0|0|0|-1172900|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|SKO|FAIB TRAVELS & TOURS|NG|FAIB TRAVELS AND TOURS LIMITED|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|-27381|-27381|0|0|-6369|-60000|0|0|0|0|-160|0|0|0|0|0|0|0|93910|0|0|0|0|0|0|0|0|0|0|0|0|1643|0|0|0|0|0|0|0|0|0|-27381|-27381|0|0|-6369|-60000|0|0|0|0|-160|0|1643|0|0|0|0|0|0|0|93910|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|11|30-06-2024|0|0|0|0|0|0|-462202|-462202|0|0|-78611|-600000|0|0|0|0|-160|0|0|0|0|0|0|0|1140973|0|0|0|0|0|0|0|0|0|0|0|0|27731|0|0|0|0|0|0|0|0|0|-462202|-462202|0|0|-78611|-600000|0|0|0|0|-160|0|27731|0|0|0|0|0|0|0|1140973|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|19|30-06-2024|-8000|0|0|-8000|0|0|-843357|-835357|0|-3150|-223269|-1320000|0|0|0|-5000|0|0|0|0|2389276|5500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1071|0|0|0|0|0|0|-8000|0|0|-843357|-835357|0|-3150|-223269|-1320000|0|0|0|-5000|0|0|1071|0|0|0|2389276|5500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|LOS|FLY4CHEAPER |NG|FLY4CHEAPER LIMITED|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|16666|16666|0|0|18142|120000|0|0|0|0|0|0|0|0|-154808|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|16666|16666|0|0|18142|120000|0|0|0|0|0|0|-1000|0|0|0|-154808|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Refund|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|6|30-06-2024|16000|0|0|0|0|0|16000|0|0|0|0|0|0|0|0|0|0|0|0|-6000|-8000|0|0|0|-2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-6000|-8000|0|0|0|-2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|LOS|AEROCC|NG|CALL CENTER|OF|M|ACT|1|30-06-2024|0|0|0|0|0|0|22619|22619|0|0|2000|25000|0|0|0|0|0|0|0|0|-49619|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22619|22619|0|0|2000|25000|0|0|0|0|0|0|0|0|0|0|-49619|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|ABV|DE PREFERRED S PRING|NG|DE PREFERRED SPRING TRAVELS LTD|AG|A|ACT|4|30-06-2024|0|0|0|0|0|0|-54762|-54762|0|0|-18238|-120000|0|0|0|0|-320|0|0|0|0|0|0|0|193320|0|0|0|0|0|0|0|0|0|0|0|0|3285|0|0|0|0|0|0|0|0|0|-54762|-54762|0|0|-18238|-120000|0|0|0|0|-320|0|3285|0|0|0|0|0|0|0|193320|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|3|30-06-2024|-3000|0|0|0|0|0|-20857|-17857|0|0|-5893|-60000|0|0|0|0|-320|0|0|0|0|0|0|0|87070|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-20857|-17857|0|0|-5893|-60000|0|0|0|0|-320|0|0|0|0|0|0|0|0|0|87070|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|SKO|SKOTKT|NG|SOKOTO TICKETING|OF|A|ACT|2|30-06-2024|-3500|0|0|0|0|0|-3500|0|0|0|0|0|0|0|0|0|0|0|0|0|3500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-3500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|RISING SUN TOUR |NG|RISING SUN TOUR LOGISTICS LTD|AG|A|ACT|4|30-06-2024|0|0|0|0|0|0|-15095|-15095|0|0|-21755|-120000|0|0|0|0|-320|0|0|0|0|0|0|0|157170|0|0|0|0|0|0|0|0|0|0|0|0|906|0|0|0|0|0|0|0|0|0|-15095|-15095|0|0|-21755|-120000|0|0|0|0|-320|0|906|0|0|0|0|0|0|0|157170|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|41|30-06-2024|-6000|0|0|0|0|0|-999011|-993011|0|0|-217550|-1618000|0|0|0|0|-2560|0|0|0|0|0|0|0|2837121|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-999011|-993011|0|0|-217550|-1618000|0|0|0|0|-2560|0|0|0|0|0|0|0|0|0|2837121|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Refund|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|4|30-06-2024|12000|0|0|0|0|0|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|-6000|0|0|0|0|0|0|0|0|-6000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-6000|0|0|0|0|0|0|0|0|-6000|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|YOL|H.A.M TRAVELS |NG|H.A.M TRAVELS NIG. LTD|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|8333|8333|0|350|8833|60000|0|0|0|0|0|0|0|0|-77516|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8333|8333|0|350|8833|60000|0|0|0|0|0|0|0|0|0|0|-77516|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Refund|NGN|CBQ|CBQTKT|NG|CALABAR TICKETING|OF|A|ACT|2|30-06-2024|2000|0|0|0|0|0|2000|0|0|0|0|0|0|0|0|0|0|0|0|-1000|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1000|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|12|30-06-2024|0|0|0|0|0|0|694951|694951|0|3150|115203|956000|0|0|0|0|0|0|0|0|-1769304|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-4214|0|0|0|0|0|0|0|0|0|694951|694951|0|3150|115203|956000|0|0|0|0|0|0|-4214|0|0|0|-1769304|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|6|30-06-2024|0|0|0|0|0|0|-134143|-134143|0|-700|-36607|-358000|0|0|0|0|0|0|0|0|529450|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5785|0|0|0|0|0|0|0|0|0|-134143|-134143|0|-700|-36607|-358000|0|0|0|0|0|0|5785|0|0|0|529450|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|4|30-06-2024|0|0|0|0|0|0|37714|37714|0|1050|24536|195000|0|0|0|0|0|0|0|0|-258300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|37714|37714|0|1050|24536|195000|0|0|0|0|0|0|0|0|0|0|-258300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Refund|NGN|BNI|BNITKT|NG|BENIN TICKETING|OF|A|ACT|2|30-06-2024|2000|0|0|0|0|0|2000|0|0|0|0|0|0|0|0|0|0|0|0|-1000|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1000|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|WAKANOW OTA|NG|WAKANOW COMPANY LIMITED|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|SKO|SKOTKT|NG|SOKOTO TICKETING|OF|A|ACT|3|30-06-2024|0|0|0|0|0|0|72619|72619|0|350|28024|180000|0|0|0|0|0|0|0|0|-280993|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-786|0|0|0|0|0|0|0|0|0|72619|72619|0|350|28024|180000|0|0|0|0|0|0|-786|0|0|0|-280993|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|7|30-06-2024|-17000|0|0|0|0|0|-17000|0|0|0|0|0|0|0|0|0|0|0|0|0|17000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-17000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|25|30-06-2024|-53000|0|0|-44000|0|0|-439904|-386904|0|0|-59846|-420000|0|0|0|0|-960|0|6400|0|0|914310|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-44000|0|0|-439904|-386904|0|0|-59846|-420000|0|0|0|0|-960|0|0|0|6400|0|0|914310|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|11|30-06-2024|-29000|0|0|0|0|0|-99238|-70238|0|-350|-8512|-60000|0|0|0|0|0|0|0|0|168100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-99238|-70238|0|-350|-8512|-60000|0|0|0|0|0|0|0|0|0|0|168100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|IN|B2C|IN|B2C|IN|A|ACT|36|30-06-2024|26000|0|0|0|0|0|749901|723901|0|8050|287925|1968000|0|0|0|-95239|0|0|0|0|-2918637|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-9428|0|0|0|0|0|0|0|0|0|749901|723901|0|8050|287925|1968000|0|0|0|-95239|0|0|-9428|0|0|0|-2918637|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|IN|B2C|IN|B2C|IN|A|ACT|1138|30-06-2024|-849000|0|0|0|0|0|-21165364|-20316364|0|-148400|-4913056|-35210000|0|0|0|0|-58080|0|0|61494900|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-21165364|-20316364|0|-148400|-4913056|-35210000|0|0|0|0|-58080|0|0|0|0|61494900|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|ABV|TDIS|NG|TDIS LOGISTICS LTD|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|-51190|-51190|0|0|-13060|-60000|0|0|0|-5000|0|0|0|0|104250|0|0|0|25000|0|0|0|0|0|0|0|0|0|0|0|0|3071|0|0|0|0|0|0|0|0|0|-51190|-51190|0|0|-13060|-60000|0|0|0|-5000|0|0|3071|0|0|0|104250|0|0|0|25000|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|ABV|DE PREFERRED S PRING|NG|DE PREFERRED SPRING TRAVELS LTD|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|-32143|-32143|0|0|-6607|-60000|0|0|0|-5000|0|0|0|0|98750|0|0|0|5000|0|0|0|0|0|0|0|0|0|0|0|0|1929|0|0|0|0|0|0|0|0|0|-32143|-32143|0|0|-6607|-60000|0|0|0|-5000|0|0|1929|0|0|0|98750|0|0|0|5000|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|KAN|KANTKT|NG|KANO TICKETING|OF|A|ACT|3|30-06-2024|0|0|0|0|0|0|6000|6000|0|600|15200|178000|0|0|0|0|0|0|0|0|-199800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6000|6000|0|600|15200|178000|0|0|0|0|0|0|0|0|0|0|-199800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|QRW|SHEPHARD TRUST|NG|SHEPHARD TRUST TRAVELS|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|-140476|-140476|0|0|-17024|-120000|0|0|0|0|0|0|0|0|0|0|0|0|277500|0|0|0|0|0|0|0|0|0|0|0|0|8428|0|0|0|0|0|0|0|0|0|-140476|-140476|0|0|-17024|-120000|0|0|0|0|0|0|8428|0|0|0|0|0|0|0|277500|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Refund|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|13|30-06-2024|36500|0|0|0|0|0|36500|0|0|0|0|0|0|0|0|0|0|0|0|-18000|-18000|-500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-18000|-18000|-500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|CBQ|CBQTKT|NG|CALABAR TICKETING|OF|A|ACT|1|30-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|IN|B2C|IN|B2C|IN|A|ACT|35|30-06-2024|-30000|0|0|0|0|0|-881995|-851995|0|-13300|-288902|-1920000|0|0|0|-25000|0|0|0|303231|2825966|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-881995|-851995|0|-13300|-288902|-1920000|0|0|0|-25000|0|0|0|0|0|303231|2825966|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|WAKANOW OTA|NG|WAKANOW COMPANY LIMITED|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|-64286|-64286|0|0|-13583|-120000|0|0|0|0|0|0|0|0|0|0|0|0|197869|0|0|0|0|0|0|0|0|0|0|0|0|3857|0|0|0|0|0|0|0|0|0|-64286|-64286|0|0|-13583|-120000|0|0|0|0|0|0|3857|0|0|0|0|0|0|0|197869|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|4|30-06-2024|0|0|0|0|0|0|-73451|-73451|0|-1050|-30757|-180000|0|0|0|-10000|0|0|0|0|258300|36958|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-73451|-73451|0|-1050|-30757|-180000|0|0|0|-10000|0|0|0|0|0|0|258300|36958|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|SKO|SKOTKT|NG|SOKOTO TICKETING|OF|A|ACT|3|30-06-2024|0|0|0|0|0|0|-86904|-86904|0|-350|-23239|-180000|0|0|0|-5000|0|0|0|0|280493|15000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|786|0|0|0|0|0|0|0|0|0|-86904|-86904|0|-350|-23239|-180000|0|0|0|-5000|0|0|786|0|0|0|280493|15000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|114048|114048|0|350|10702|60000|0|0|0|0|0|0|0|0|-185100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|114048|114048|0|350|10702|60000|0|0|0|0|0|0|0|0|0|0|-185100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|KAN|GAYNACO BUSINESS LTD|NG|GAYNACO BUSINESS AND LOGISTICS SERVICES LTD|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|-228096|-228096|0|0|-17583|-120000|0|0|0|0|0|0|0|0|0|0|0|0|365679|0|0|0|0|0|0|0|0|0|0|0|0|13686|0|0|0|0|0|0|0|0|0|-228096|-228096|0|0|-17583|-120000|0|0|0|0|0|0|13686|0|0|0|0|0|0|0|365679|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|LOS|VALTHEBEST LOGISTICS|NG|VALTHEBEST LOGISTICS SERVICES|AG|A|ACT|3|30-06-2024|0|0|0|0|0|0|-140476|-140476|0|0|-17024|-120000|0|0|0|0|-160|0|0|0|0|0|0|0|277660|0|0|0|0|0|0|0|0|0|0|0|0|8428|0|0|0|0|0|0|0|0|0|-140476|-140476|0|0|-17024|-120000|0|0|0|0|-160|0|8428|0|0|0|0|0|0|0|277660|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Exchange|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|143334|143334|0|0|17166|120000|0|0|0|0|0|0|0|0|-280500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-8600|0|0|0|0|0|0|0|0|0|143334|143334|0|0|17166|120000|0|0|0|0|0|0|-8600|0|0|0|-280500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|1|30-06-2024|0|0|0|0|0|0|-8333|-8333|0|0|-5417|-60000|0|0|0|0|0|0|0|0|73750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|500|0|0|0|0|0|0|0|0|0|-8333|-8333|0|0|-5417|-60000|0|0|0|0|0|0|500|0|0|0|73750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|BNI|BNITKT|NG|BENIN TICKETING|OF|A|ACT|2|30-06-2024|0|0|0|0|0|0|-22619|-22619|0|0|-6131|-60000|0|0|0|0|-160|0|0|0|0|88910|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-22619|-22619|0|0|-6131|-60000|0|0|0|0|-160|0|0|0|0|0|0|88910|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|BNI|BNITKT|NG|BENIN TICKETING|OF|A|ACT|1|30-06-2024|-1000|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Reissue|NGN|LOS|WAKANOW OTA|NG|WAKANOW COMPANY LIMITED|AG|A|ACT|1|30-06-2024|0|0|0|0|0|0|-83333|-83333|0|0|-19667|-120000|0|0|0|0|0|0|0|0|193000|0|0|0|30000|0|0|0|0|0|0|0|0|0|0|0|0|5000|0|0|0|0|0|0|0|0|0|-83333|-83333|0|0|-19667|-120000|0|0|0|0|0|0|5000|0|0|0|193000|0|0|0|30000|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|30-06-2024|DOM|Sales|NGN|KAN|KLIDA TRAVELS|NG|KLIDA TRAVELS TOURS LTD|AG|A|ACT|2|30-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|-160|0|0|0|0|0|0|0|138910|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|-160|0|4214|0|0|0|0|0|0|0|138910|0|0|0|0|0|0|0|0|0|0|0|0|0|0
